track;0;1
branch;0;2;0;-1;-1;-1
point;0;0;0;19.9744;1;2;
point;-0.0776689;0.137415;-0.155701;13.1546;1;2;
track;1;1
branch;0;3;0;-1;-1;-1
point;0;0;0;2.30127;1;2;
point;0.0684522;-0.0467709;-0.0576416;8.49432;1;2;
point;-0.375524;-0.50231;0.659265;0.0067033;1;2;
track;2;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;12.8164;1;2;
point;0.00504442;-0.00956126;-0.0469885;0.00202052;1;2;
track;3;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;9.74293;1;2;
point;-0.0227851;0.391695;-0.0552611;0.00947078;1;2;
track;4;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;13.1101;1;2;
point;1.1811;-0.178567;0.0922168;0.00885211;1;2;
point;1.18072;-0.176082;0.0885279;0.0022283;1;2;
point;0.96868;-0.15375;-0.0150576;0.00880343;1;2;
track;5;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;9.89967;1;2;
point;0.0841363;0.0834666;-0.0610267;0.00417269;1;2;
point;0.171025;0.719008;0.188061;0.00557152;1;2;
track;6;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;9.79938;1;2;
point;-1.99646;1.95277;3.26996;0.00214989;1;2;
point;-2.23028;1.87288;2.28198;0.00259552;1;2;
track;7;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;0.0978055;1;2;
point;-0.056515;-0.0030202;-0.139073;0.00792573;1;2;
point;-0.400333;0.0755988;-0.73502;0.00748459;1;2;
track;8;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;10.8779;1;2;
point;0.445802;0.0629684;0.0116304;12.5627;1;2;
track;9;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;6.9419;1;2;
point;-0.30511;-0.156548;0.206432;14.0785;1;2;
point;-0.287091;-0.23609;0.212206;0.00784521;1;2;
point;-0.125926;-0.174782;0.102968;0.00483176;1;2;
track;10;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;5.22826;1;2;
point;-0.312488;-0.530866;0.326236;0.00676204;1;2;
point;-1.4102;0.229125;0.0135412;0.00244534;1;2;
track;11;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;19.8932;1;2;
point;-0.115482;-1.66668;0.300046;0.0015379;1;2;
track;12;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;19.3145;1;2;
point;1.05759;0.638154;0.236348;0.00914429;1;2;
track;13;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;6.33402;1;2;
point;0.0457777;-0.0313168;-0.125474;0.00657871;1;2;
point;0.324592;0.224262;-0.805645;0.00740066;1;2;
track;14;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;2.38784;1;2;
point;0.0423208;-0.0782539;0.021567;0.000924346;1;2;
point;0.252332;-0.253606;-0.23247;0.00953965;1;2;
point;0.307042;-0.540981;-0.0742215;0.00299515;1;2;
track;15;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;8.34936;1;2;
point;0.206642;-0.131433;-1.37457;0.00415121;1;2;
point;0.386992;-0.180972;-1.33404;0.00250634;1;2;
track;16;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;7.49994;1;2;
point;-0.663914;2.96133;2.282;0.00802542;1;2;
track;17;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;17.305;1;2;
point;0.085165;0.230513;0.599561;0.00580642;1;2;
track;18;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;2.87329;1;2;
point;0.151434;-0.154677;-0.065221;0.933986;1;2;
point;-0.170417;-0.747891;0.546054;0.000450847;1;2;
point;0.541718;-0.738242;0.532134;0.00865803;1;2;
track;19;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;15.3478;1;2;
point;-0.0754166;0.0989954;-0.162539;0.00676185;1;2;
point;-0.0655637;0.100402;-0.173717;0.00311985;1;2;
track;20;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;19.2998;1;2;
point;0.668748;0.906854;0.0393022;0.00255476;1;2;
track;21;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;5.63085;1;2;
point;0.108245;0.0920856;0.147781;9.77601e-05;1;2;
point;0.512106;0.0385729;0.412868;0.00732821;1;2;
track;22;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;15.1862;1;2;
point;0.363852;0.000922619;0.59921;0.00355766;1;2;
track;23;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;14.2444;1;2;
point;-0.498648;-1.21763;2.80192;7.03654;1;2;
track;24;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;8.24566;1;2;
point;0.243996;2.196;1.05617;0.00387881;1;2;
track;25;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;3.92049;1;2;
point;-0.266883;0.321484;0.373926;0.00159242;1;2;
point;-1.08765;0.321406;-0.241133;0.00684374;1;2;
track;26;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;12.484;1;2;
point;0.583227;0.193099;0.226865;0.00305673;1;2;
point;0.165155;0.15591;0.556756;0.00540333;1;2;
track;27;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;6.17067;1;2;
point;-0.0683848;0.29777;0.434654;0.00182076;1;2;
track;28;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;1.85263;1;2;
point;0.10408;-0.0164252;-0.0711622;0.00297368;1;2;
point;-0.548047;-0.360706;0.330801;0.00418785;1;2;
track;29;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;4.06099;1;2;
point;-0.0371417;-0.175414;0.0873819;0.00823577;1;2;
point;-0.0384941;-0.17622;0.0878077;2.67735e-05;1;2;
point;-0.0790445;0.762287;0.52857;0.00249953;1;2;
track;30;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;15.5001;1;2;
point;-0.561966;1.07704;0.342419;1.09897;1;2;
track;31;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;7.79882;1;2;
point;0.0324041;-0.0386867;0.0321769;0.00841037;1;2;
track;32;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;12.2406;1;2;
point;1.82736;0.143089;0.0787169;0.00669505;1;2;
track;33;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;7.73532;1;2;
point;0.224437;0.0548595;0.109972;5.96006;1;2;
point;0.39642;-0.475618;0.391934;0.00919957;1;2;
track;34;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;10.0318;1;2;
point;2.40429;3.04636;-1.35961;19.1608;1;2;
point;2.35869;2.75032;-1.75669;0.00814273;1;2;
track;35;1
branch;0;5;32650;-1;-1;-1
point;0;0;0;18.3094;1;2;
point;-0.969496;2.2213;-0.424021;14.8462;1;2;
point;-0.913214;2.21686;-0.429201;0.00448207;1;2;
point;-1.53452;3.19235;-0.481702;0.00513945;1;2;
point;-1.24761;3.31145;-0.410231;0.00299839;1;2;
track;36;1
branch;0;9;32650;-1;-1;-1
point;0;0;0;5.02634;1;2;
point;0.00152551;-4.92346e-05;-0.000143743;17.0925;1;2;
point;3.31117;-3.51303;1.30184;17.0925;1;1;
point;3.37737;-3.5833;1.32789;17.0925;1;100;
point;5.3297;-5.65558;2.09592;18.8837;1;100;
point;5.33861;-5.5242;2.35367;0.00261776;1;100;
point;5.20502;-5.52086;2.77008;0.00614327;1;100;
point;4.77123;-5.84443;2.66577;0.00766907;1;100;
point;4.74472;-5.71742;2.6601;0.000813936;1;100;
track;37;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;2.24815;1;2;
point;-0.488267;0.215437;-0.312838;0.000126856;1;2;
point;-0.5814;0.876405;-0.317888;0.00415181;1;2;
track;38;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;5.97989;1;2;
point;-1.97276;-1.27143;0.484405;0.00164933;1;2;
point;-1.77443;-1.36973;-0.61745;0.00172531;1;2;
point;-1.37479;-1.19537;-0.317165;0.00279573;1;2;
track;39;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;14.7584;1;2;
point;0.903284;-0.696598;-0.146774;0.00975873;1;2;
point;0.894185;-0.698248;-0.139002;0.00939613;1;2;
track;40;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;8.59969;1;2;
point;-0.159827;-0.20982;-0.692671;0.00126203;1;2;
track;41;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;12.0872;1;2;
point;-0.636148;-0.686958;-0.323924;0.00522414;1;2;
track;42;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;11.4179;1;2;
point;1.15089;0.309917;-0.596281;0.00619359;1;2;
point;0.924728;0.347178;-0.39537;0.00330393;1;2;
track;43;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;8.332;1;2;
point;-0.48501;0.0366594;1.45413;2.38054;1;2;
point;-0.843352;1.14281;1.1752;0.00713068;1;2;
point;-0.824853;0.713548;3.87995;0.00244695;1;2;
track;44;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;0.521131;1;2;
point;-0.582332;-0.0688049;0.485641;0.00258755;1;2;
point;-0.543143;-0.141878;0.548432;0.0015735;1;2;
track;45;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;3.54732;1;2;
point;0.0536108;-0.0423936;-0.0634458;0.000365619;1;2;
point;-0.197844;-0.282511;-0.317443;0.000780222;1;2;
track;46;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;2.18914;1;2;
point;0.579031;-1.61084;0.135998;11.0354;1;2;
track;47;1
branch;0;3;32650;-1;-1;-1
