track;0;1
branch;0;2;0;-1;-1;-1
point;0;0;0;12.0211;1;2;
point;-0.171909;0.188548;0.367518;0.000357036;1;2;
point;-0.348781;0.399623;-0.0972377;0.00703059;1;2;
track;48;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;8.89507;1;2;
point;-0.237651;-0.166964;0.180161;15.8684;1;2;
point;3.15492;-1.62592;0.739984;0.000750971;1;2;
point;3.17018;-1.46275;0.804712;0.00842411;1;2;
track;49;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;10.4571;1;2;
point;-0.325783;-0.223293;-0.41604;0.00740489;1;2;
point;-0.624883;-0.509132;-0.286217;0.000374726;1;2;
point;-0.767811;-0.594272;-0.492624;0.00764996;1;2;
track;50;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;6.89063;1;2;
point;0.324668;-0.118237;0.846149;0.0044625;1;2;
track;51;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;15.3701;1;2;
point;-0.281398;0.0961876;-0.0619963;0.00108644;1;2;
track;52;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;9.13868;1;2;
point;0.385092;-0.880067;0.76667;0.00724976;1;2;
point;0.269016;-0.939544;0.516438;0.00559528;1;2;
track;53;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;19.8525;1;2;
point;0.236549;-0.359219;0.305578;5.16528;1;2;
point;0.0731502;-0.367133;0.100712;0.00849572;1;2;
point;0.148033;-0.469346;0.216422;0.00743004;1;2;
track;54;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;11.4363;1;2;
point;0.090508;0.139199;-0.0773238;0.00061885;1;2;
track;55;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;11.5076;1;2;
point;0.345081;-0.728826;-0.51296;0.00118107;1;2;
point;0.509854;-1.11897;0.114202;0.00856754;1;2;
track;56;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;7.9002;1;2;
point;-0.0379386;0.0766223;0.285565;0.00411624;1;2;
point;-0.728794;0.541195;0.293312;0.00188186;1;2;
track;57;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;13.0018;1;2;
point;-0.472956;-0.6918;1.69963;0.00165512;1;2;
point;-0.288372;-1.16613;1.90314;0.00821889;1;2;
track;58;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;16.2423;1;2;
point;-0.544663;-0.244207;-0.0903253;0.00449818;1;2;
point;-0.337193;-0.66764;-0.321768;0.00651357;1;2;
track;59;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;17.257;1;2;
point;-1.00156;-0.730615;0.845121;9.93148;1;2;
point;-1.17624;-0.3204;0.394629;0.000813343;1;2;
track;60;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;1.88638;1;2;
point;-0.0379377;-0.163034;0.261548;0.00420961;1;2;
point;0.531352;0.464516;0.424027;0.00536207;1;2;
track;61;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;7.8324;1;2;
point;0.704095;2.55667;-0.211496;0.00786354;1;2;
track;62;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;8.38491;1;2;
point;0.15251;-0.134209;-0.0549861;0.00810277;1;2;
track;63;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;16.9461;1;2;
point;0.0823965;-0.195911;0.189664;0.00355503;1;2;
point;0.333606;-0.0907856;-0.187056;0.00821912;1;2;
track;64;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;11.3451;1;2;
point;0.431886;0.217762;0.0657352;4.19968;1;2;
track;65;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;18.3309;1;2;
point;0.228777;0.0457838;0.0192518;0.00809941;1;2;
track;66;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;6.97566;1;2;
point;-0.0639242;0.159305;-0.356497;0.00734362;1;2;
point;-0.235741;0.270348;-0.403565;0.000725678;1;2;
track;67;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;1.9994;1;2;
point;-0.70624;-1.06958;-0.602386;0.0027248;1;2;
track;68;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;4.36828;1;2;
point;0.302634;0.810365;-1.56728;0.00325878;1;2;
point;0.312623;0.667753;-2.07279;0.0043881;1;2;
track;69;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;18.1358;1;2;
point;-0.458031;-0.1015;-0.166785;0.00710297;1;2;
point;-0.378086;-0.0910684;-0.167571;0.000142623;1;2;
track;70;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;16.2287;1;2;
point;-0.0620358;-0.236794;0.104495;12.7708;1;2;
point;0.706575;-1.08068;-1.44036;4.88868;1;2;
point;0.376022;-1.13078;-1.60413;6.16571;1;2;
track;71;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;14.5514;1;2;
point;-0.815983;1.48691;0.752733;0.0041403;1;2;
point;-0.769297;1.46588;0.374199;0.00390171;1;2;
track;72;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;16.5092;1;2;
point;-0.00223497;0.65678;-0.423622;0.00520724;1;2;
track;73;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;3.558;1;2;
point;0.0622389;-0.795512;0.193353;0.00360484;1;2;
point;0.183656;-0.536012;0.0816146;0.00559377;1;2;
track;74;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;19.9715;1;2;
point;0.362371;0.589607;-0.189751;0.00422688;1;2;
point;0.924678;0.946767;-0.196016;0.00864524;1;2;
track;75;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;12.1008;1;2;
point;-0.152581;0.0346937;-0.195532;0.000376751;1;2;
point;-0.0260427;-0.171895;-0.236677;0.00924132;1;2;
point;-0.0509581;-0.274918;-0.526369;0.00869725;1;2;
track;76;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;10.4729;1;2;
point;-1.78035;-0.711374;-1.40432;19.5558;1;2;
track;77;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;8.1973;1;2;
point;0.0681744;0.103181;0.785903;10.2534;1;2;
track;78;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;12.4253;1;2;
point;0.177513;-1.41611;-0.590198;0.00818506;1;2;
track;79;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;4.40015;1;2;
point;-0.123404;0.0619607;0.28899;0.00623827;1;2;
point;-0.178057;0.176051;0.341774;0.00901042;1;2;
track;80;1
branch;0;6;32650;-1;-1;-1
point;0;0;0;1.0516;1;2;
point;-0.118355;-0.0691494;0.422574;0.00939644;1;2;
point;-0.676327;-0.0652426;-0.523787;0.00229487;1;2;
point;-0.828588;0.0169883;-0.743995;0.00405795;1;2;
point;-0.947511;-0.010201;-0.56108;0.00103979;1;2;
point;-0.532488;0.241872;-0.408372;0.00107;1;2;
track;81;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;11.8779;1;2;
point;0.258536;-1.8789;1.29668;0.00881948;1;2;
track;82;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;1.74947;1;2;
point;0.0834507;0.0331728;-0.669432;15.1852;1;2;
track;83;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;17.3761;1;2;
point;-0.0424315;-0.166672;0.119896;0.705934;1;2;
point;-0.023908;-0.111625;0.0247427;0.004566;1;2;
point;0.446966;-1.04785;-0.383707;0.00942032;1;2;
track;84;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;2.23389;1;2;
point;-0.00804899;-0.0417807;0.0153813;0.00231713;1;2;
track;85;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;15.3685;1;2;
point;0.202171;0.166207;0.4486;0.00516748;1;2;
point;0.197591;0.169257;0.445928;0.00206475;1;2;
track;86;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;17.7806;1;2;
point;0.145758;-0.114341;-1.06856;13.9457;1;2;
point;0.559794;0.199373;-1.48985;2.46612;1;2;
track;87;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;13.5249;1;2;
point;0.0244228;0.0318935;0.0718052;0.00446796;1;2;
point;0.0500141;0.0289818;0.102383;0.00715664;1;2;
track;88;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;9.56356;1;2;
point;0.0970156;0.0249972;-0.231985;5.01271;1;2;
point;0.0621091;0.332699;-0.485187;0.000971264;1;2;
point;0.0896696;0.309598;-0.495896;0.00465009;1;2;
track;89;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;16.9492;1;2;
point;0.390639;0.0333343;-0.354679;12.3567;1;2;
track;90;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;12.8732;1;2;
point;0.00707063;-0.329915;-0.141699;0.887352;1;2;
track;91;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;15.289;1;2;
point;0.4426;-0.244356;-0.627677;0.00424702;1;2;
point;0.513846;-0.167779;-0.598158;0.008952;1;2;
track;92;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;6.39804;1;2;
point;-0.336821;0.261662;-0.0333485;0.0058361;1;2;
point;-0.576577;-0.092316;0.0553428;0.000631112;1;2;
track;93;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;2.97896;1;2;
point;-0.235618;-0.133667;0.163095;0.00653099;1;2;
point;-0.592095;0.0272926;0.499707;0.0079195;1;2;
track;94;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;9.17503;1;2;
point;0.118728;-0.0228338;-0.130184;4.23415;1;2;
point;0.250357;-0.0956016;0.0355582;4.89659;1;2;
track;95;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;6.23481;1;2;
point;-0.111596;-0.506425;1.054;0.00811599;1;2;
point;0.0350771;-0.613865;0.91631;0.00332127;1;2;
track;96;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;12.4715;1;2;
point;-0.0547552;-0.0048312;0.0765046;3.32622;1;2;
track;97;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;15.3725;1;2;
point;-1.20129;0.179906;-0.0438085;19.3791;1;2;
track;98;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;13.9315;1;2;
point;0.118339;0.647492;0.125672;0.00297475;1;2;
point;0.126118;0.64336;0.149946;0.00673645;1;2;
point;-0.102076;0.716686;0.33594;0.00500298;1;2;
track;99;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;2.14207;1;2;
point;0.49964;0.600828;0.650546;0.00518868;1;2;
track;100;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;2.66953;1;2;
point;1.11403;-0.20733;0.250291;0.00719112;1;2;
point;1.46035;0.344368;0.503196;0.00826325;1;2;
track;101;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;18.0925;1;2;
point;1.32781;1.32975;1.05459;0.00389211;1;2;
track;102;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;15.3609;1;2;
point;-0.0539994;0.00504218;-0.0592629;5.18642;1;2;
track;103;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;1.52823;1;2;
point;-0.0139369;-0.0095934;-0.0875601;0.0091798;1;2;
point;0.0672233;-0.0208545;-0.480555;0.00165629;1;2;
track;104;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;6.25899;1;2;
point;3.09815;1.14369;-3.75412;6.25899;1;1;
point;3.16011;1.16656;-3.8292;6.25899;1;100;
point;3.36475;1.24211;-4.07717;4.53163;1;100;
track;105;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;7.87662;1;2;
point;0.351299;0.122588;-0.30519;0.00646829;1;2;
point;0.46749;-0.214244;-1.02616;0.00311059;1;2;
track;106;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;16.6884;1;2;
point;-0.216073;-0.530209;-0.357889;0.864378;1;2;
track;107;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;1.43485;1;2;
point;0.246352;1.1876;2.08421;0.00895632;1;2;
track;108;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;0.273419;1;2;
point;-0.2565;-0.801792;-2.10245;13.3362;1;2;
track;109;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;9.96102;1;2;
point;0.600599;0.0933894;-0.517824;0.00674211;1;2;
point;-0.0579358;0.380662;-0.97357;0.00941239;1;2;
track;110;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;9.55485;1;2;
point;0.154315;-0.324764;0.428088;0.0035059;1;2;
track;111;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;8.25995;1;2;
point;-0.0780316;0.111579;-0.0283373;0.00166188;1;2;
point;-0.0688079;0.448702;-0.621499;0.00026581;1;2;
track;112;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;4.84996;1;2;
point;-0.017541;-0.0497518;-0.159138;0.00261326;1;2;
point;-0.0158101;-0.0514291;-0.151327;0.00272271;1;2;
point;0.403348;0.536098;-0.35296;0.00822602;1;2;
track;113;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;13.6596;1;2;
point;0.750913;1.10395;3.03725;0.00729704;1;2;
track;114;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;6.52371;1;2;
point;-0.000902525;0.0580608;-2.12035;0.00276836;1;2;
point;-0.0465181;0.158599;-2.33841;0.000147044;1;2;
track;115;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;2.26421;1;2;
point;-1.00993;0.423493;2.71992;0.00216536;1;2;
point;-1.04605;0.549961;2.62477;0.00455818;1;2;
point;-0.00838112;-1.24618;1.67721;0.00190146;1;2;
track;116;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;17.1762;1;2;
point;0.413663;0.128448;0.403555;0.00827108;1;2;
point;1.21968;0.418886;0.23891;0.00843372;1;2;
point;1.21107;0.425542;0.226856;0.00691414;1;2;
track;117;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;11.2199;1;2;
point;1.38868;0.0416899;-0.714742;0.00312372;1;2;
point;1.38187;0.0438085;-0.724757;0.00703499;1;2;
track;118;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;10.5101;1;2;
point;0.529693;0.056385;0.161861;18.6405;1;2;
point;0.53672;0.0438561;-0.0569765;0.00735128;1;2;
track;119;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;7.28232;1;2;
point;-0.483908;0.00800155;0.102257;0.00338742;1;2;
point;-0.998094;-0.274944;0.234852;0.00207022;1;2;
track;120;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;15.8333;1;2;
point;0.619347;-1.97479;0.339494;11.6972;1;2;
track;121;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;16.7355;1;2;
point;-1.40276;0.800779;0.78802;16.2646;1;2;
point;-2.24906;0.114082;0.3558;0.0055484;1;2;
point;-0.719412;1.65233;-0.299581;0.00448199;1;2;
track;122;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;0.425961;1;2;
point;-0.457724;-0.447484;-0.720102;16.3794;1;2;
track;123;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;14.5038;1;2;
point;1.20712;-0.123412;-0.334315;0.00929266;1;2;
track;124;1
branch;0;5;32650;-1;-1;-1
point;0;0;0;2.69418;1;2;
point;-0.141591;0.278543;0.273163;15.205;1;2;
point;-1.03433;-2.23478;-0.690652;14.3088;1;2;
point;-0.850651;-2.09118;-1.16758;0.00772244;1;2;
point;-0.811796;-2.09901;-1.02503;0.00490526;1;2;
track;125;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;12.049;1;2;
point;1.24882;1.17691;-0.807804;0.0049627;1;2;
point;1.43833;1.27293;-0.867025;0.00303698;1;2;
point;1.58309;1.52903;-0.488096;0.00794478;1;2;
track;126;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;16.855;1;2;
point;-1.5118;-0.900471;0.275717;0.00193294;1;2;
track;127;1
branch;0;6;32650;-1;-1;-1
point;0;0;0;17.0935;1;2;
point;-0.161786;-0.185004;0.128237;16.2173;1;2;
point;-1.82078;0.492984;1.50598;2.64205;1;2;
point;-1.76723;0.721824;1.43191;0.00310468;1;2;
point;-1.49953;1.06648;1.22193;0.00857813;1;2;
point;-1.68571;0.873564;1.29126;0.00727869;1;2;
track;128;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;1.03093;1;2;
point;0.31153;-1.06035;-1.53524;0.00425313;1;2;
point;-0.804145;-0.924336;-1.50349;0.00595179;1;2;
track;129;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;4.40684;1;2;
point;-0.643789;-0.122991;-0.144629;6.61949;1;2;
track;130;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;14.3636;1;2;
point;-0.0310406;-0.276481;-0.350314;0.00299316;1;2;
track;131;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;7.70727;1;2;
point;0.336045;-0.0412996;-0.405856;0.00241845;1;2;
track;132;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;18.3033;1;2;
point;0.0143765;-0.0357391;0.0359154;0.000285505;1;2;
point;0.098966;-0.0795207;-0.0243955;0.00839623;1;2;
track;133;1
branch;0;4;32650;-1;-1;-1
point;0;0;0;2.59057;1;2;
point;-0.442537;-0.780591;-1.38189;10.3488;1;2;
point;-0.224389;-0.947467;-2.20049;0.00227924;1;2;
point;-0.207802;-0.910566;-2.24182;0.00762307;1;2;
track;134;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;1.04498;1;2;
point;-0.783766;-0.6382;-0.0934442;8.97545;1;2;
track;135;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;7.20982;1;2;
point;-0.0260695;0.0347388;0.0236774;0.00765003;1;2;
track;136;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;17.7632;1;2;
point;-0.113155;0.0522193;0.0534189;0.00211217;1;2;
track;137;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;18.4802;1;2;
point;0.155478;-0.780233;-0.899674;0.00697044;1;2;
point;0.521858;-0.962943;-0.984787;0.00987992;1;2;
track;138;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;7.48336;1;2;
point;0.000255976;0.000447224;8.94817e-05;18.5855;1;2;
point;1.45264;0.0569086;1.87495;0.00996554;1;2;
track;139;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;8.97071;1;2;
point;-0.827641;-0.40836;0.158873;1.89261;1;2;
point;-0.0986025;-0.535385;0.60329;0.00803814;1;2;
track;140;1
branch;0;2;32650;-1;-1;-1
point;0;0;0;4.13082;1;2;
point;-2.01671;0.988744;0.442823;13.9293;1;2;
track;141;1
branch;0;3;32650;-1;-1;-1
point;0;0;0;17.5291;1;2;
